source_name,source_number,permit_number,permit_type,permit_type2,line1_addr,city_text,zip_cd,latitude,longitude
"690 Butler, LLC",44451.00,09-9512-22-01,Jan-00,G5,690 NE BUTLER MARKET RD,BEND,97701-8082,44.0764,-121.2952
"Couch Investments, L.L.C.",44453.00,09-9514-22-01,Jan-00,G5,2699 NE HWY 20,BEND,97701,44.0545,-121.2645
"DRW II, LLC",44454.00,09-9515-22-01,Jan-00,G5,19745 BAKER RD,BEND,97702,43.9929,-121.3361
Deschutes County Public Works,44457.00,09-9518-22-01,Jan-00,G5,61150 SE 27TH ST,BEND,97702-9631,44.0261,-121.2639
"West One Automotive Group, Inc.",44458.00,09-9519-22-01,Jan-00,G5,2025 EAST HIGHWAY 20,BEND,97701,44.0543,-121.2744
L & D of Oregon Inc.,44460.00,09-9521-22-01,Jan-00,G5,1144 NE 3RD,BEND,97701,44.06,-121.3
L & D of Oregon Inc.,44461.00,09-9522-22-01,Jan-00,G5,235 SE 3RD,BEND,97702,44.048,-121.303
Mastercraft Cleaners,11933.00,09-9532-06-01,Jan-00,G6,722 E GREENWOOD,BEND,97701,44.0602,-121.2947
"T & M Bolken Enterprises, L.L.C.",12663.00,09-9534-22-01,Jan-00,G5,64683 COOK AVE,BEND,97701,44.1482,-121.3309
"Fred Meyer Stores, Inc.",14124.00,09-9538-22-01,Jan-00,G5,61535 SOUTH HIGHWAY 97,BEND,97702,44.0358,-121.3053
Truax Corporation,15585.00,09-9542-22-01,Jan-00,G5,912 NW NEWPORT AVE,BEND,97701-1616,44.0622,-121.3254
Truax Corporation,15950.00,09-9543-22-01,Jan-00,G5,1095 SE DIVISION,BEND,97702,44.0387,-121.307
Truax Corporation,16316.00,09-9544-22-01,Jan-00,G5,1220 SE HWY 97,BEND,97701,44.0384,-121.3028
Truax Corporation,16681.00,09-9545-22-01,Jan-00,G5,1745 NE 3RD,BEND,97701,44.0672,-121.3016
Truax Corporation,17046.00,09-9546-22-01,Jan-00,G5,3198 NE HWY 97,BEND,97701,44.0823,-121.3039
Truax Corporation,17411.00,09-9547-22-01,Jan-00,G5,61160 HWY 97,BEND,97702,44.023,-121.3141
"Nore 99, LLC",19968.00,09-9554-22-01,Jan-00,G5,304 NE GREENWOOD AVE,BEND,97701,44.06,-121.3024
"Tore 93, LLC",20699.00,09-9556-22-01,Jan-00,G5,61122 SE HWY 97,BEND,97702,44.02,-121.3164
"Colvin Oil I, LLC",21429.00,09-9558-22-01,Jan-00,G5,718 NW COLUMBIA ST,BEND,97701,44.0569,-121.3263
"Colvin Oil I, LLC",21794.00,09-9559-22-01,Jan-00,G5,1400 COLLEGE WAY NW,BEND,97701,44.0627,-121.3372
"Colvin Oil I, LLC",22160.00,09-9560-22-01,Jan-00,G5,2100 NE HWY. 20,BEND,97701,44.0553,-121.2715
"Colvin Oil I, LLC",22525.00,09-9561-22-01,Jan-00,G5,2409 NE BUTLER MARKET RD.,BEND,97701,44.0849,-121.264
"Colvin Oil I, LLC",22890.00,09-9562-22-01,Jan-00,G5,3305 N HWY 97,BEND,97701,44.0857,-121.3069
"Mid Columbia Producers, Inc.",25447.00,09-9569-22-01,Jan-00,G5,1098 SE DIVISION ST,BEND,97702,44.0417,-121.3067
Bend Oil Company,25812.00,09-9570-22-01,Jan-00,G5,764 NE GREENWOOD,BEND,97701,44.0603,-121.2945
Bend Oil Company,26177.00,09-9571-22-01,Jan-00,G5,61221 S. HWY 97,BEND,97702,44.0263,-121.3136
"Mid Columbia Producers, Inc.",26543.00,09-9572-22-01,Jan-00,G5,705 NE 1ST STREET,BEND,97701,44.057,-121.3062
"Colvin Oil I, LLC",26908.00,09-9573-22-01,Jan-00,G5,981 NW GALVESTON AVE,BEND,97701-2462,44.0566,-121.3255
"Space Age Fuel, Inc.",28369.00,09-9577-22-01,Jan-00,G5,20635 GRANDVIEW DRIVE,BEND,97701,44.1144,-121.2926
Ron's Oil Company,30560.00,09-9583-22-01,Jan-00,G5,62980 HWY N. 97,BEND,97701,44.0882,-121.3045
"Ed Staub and Sons Petroleum, Inc.",18-9516,18-9516-22-01,22,G5,61430 HWY. 140 E,BLY,97623,42.3975,-121.041
Finley Buttes Landfill Company,25-0001,25-0001-TV-01,TV,TV,73221 BOMBING RANGE RD,BOARDMAN,97818,45.7447,-119.623
Oregon Potato Company,25-0002,25-0002-SI-01,SI,SI,650 EAST COLUMBIA,BOARDMAN,97818,45.8423,-119.6721
"Alto Ingredients, Inc.",25-0006,25-0006-ST-01,ST,ST,71335 RAIL LOOP DRIVE,BOARDMAN,97818,45.8557,-119.6551
"Amazon Data Services, Inc.",25-0007,25-0007-ST-01,ST,ST,73575 LEWIS AND CLARK DRIVE,BOARDMAN,97818,45.846,-119.673
"Amazon Data Services, Inc.",25-0008,25-0008-ST-01,ST,ST,79539 RIPPEE RD,BOARDMAN,97818-9698,45.8352,-119.6541
Portland General Electric Company,25-0016,25-0016-TV-01,TV,TV,"CARTY RESERVOIR POWER SITE, TOWER ROAD",BOARDMAN,97818,45.6933,-119.8075
"Love's Travel Stops & Country Stores, Inc.",25-0022,25-0022-22-01,22,G5,78665 TOWER RD,BOARDMAN,97818-8501,45.8096,-119.8988
"Lamb Weston, Inc.",25-0027,25-0027-ST-01,ST,ST,750 NE COLUMBIA AVENUE,BOARDMAN,97818,45.8427,-119.7015
"Amazon Data Services, Inc.",25-0029,25-0029-ST-01,ST,ST,75300 LEWIS & CLARK DR.,BOARDMAN,97818,45.85,-119.6299
Portland General Electric Company,25-0031,25-0031-TV-01,TV,TV,200 ULLMAN BLVD,BOARDMAN,97818,45.8271,-119.7205
"Lamb Weston, Inc.",25-0032,25-0032-ST-01,ST,ST,600 NE COLUMBIA AVE ,BOARDMAN,97818,45.845,-119.6791
"Morrow County Grain Growers, Inc.",25-0033,25-0033-13-01,13,G1,71010 Rail Loop Drive,BOARDMAN,97818,45.8271,-119.7205
"Columbia River Processing, Inc.",25-0036,25-0036-SI-01,SI,SI,79588 RIPPEE RD.,BOARDMAN,97818,45.8441,-119.6575
Tidewater Terminal Co.,25-0038,25-0038-SI-01,SI,SI,79827 ULLMAN DRIVE,BOARDMAN,97818,45.843,-119.7152
"Calbee North America, LLC",25-0039,25-0039-SI-01,SI,SI,72600 LEWIS & CLARK DRIVE,BOARDMAN,97818,45.7525,-119.8118
Finley BioEnergy LLC,25-0041,25-0041-TV-01,TV,TV,73221 BOMBING RANGE ROAD,BOARDMAN,97818,45.7552,-119.6217
"Klean Industries Boardman, LLC",25-0045,25-0045-ST-01,ST,ST,71722 COLUMBIA AVENUE,BOARDMAN,97836,45.5126,-119.384
WOF PNW Threemile Project LLC,25-0047,25-0047-TV-01,TV,TV,75906 THREEMILE RD,BOARDMAN,97818-9663,45.8174,-119.7147
"Zea 2, LLC",25-0048,25-0048-SI-01,SI,SI,71099 RAIL LOOP DR.,BOARDMAN,97818,45.8561,-119.6611
Hattenhauer Distributing Co.,25-0050,25-0050-22-01,22,G5,100 MAIN ST N,BOARDMAN,97818,45.8394,-119.7022
Devin Oil Co. Inc.,25-0052,25-0052-22-01,22,G5,101 N MAIN STREET,BOARDMAN,97818,45.8396,-119.7014
Devin Oil Co. Inc.,25-0053,25-0053-22-01,22,G5,101 FRONT ST,BOARDMAN,97818-9730,45.8362,-119.7016
"Castle Rock Farming, LLC",25-0058,25-0058-SI-01,SI,SI,75906 THREEMILE ROAD,BOARDMAN,97818,45.72,-119.8729
"Amazon Data Services, Inc.",25-0059,25-0059-ST-01,ST,ST,79386 Olson Rd,Boardman,97818,45.835,-119.6852
Port of Morrow,25-0060,25-0060-ST-01,ST,ST,2 MARINE DR NE,BOARDMAN,97818,45.8478,-119.6936
"Beef Northwest Feeders, LLC",25-0061,25-0061-BS-01,BS,BS,66407 TAGGARES LN,BOARDMAN,97818,45.711,-119.8929
Gas Transmisison Northwest LLC,30-0080,30-0080-SI-01,SI,SI,BOMBING RANGE ROAD,BOARDMAN,97818,45.619,-119
Gas Transmission Northwest LLC,18-0072,18-0072-TV-01,TV,TV,HARPOLD VALLEY RD 3 MI E/O BONANZA,BONANZA,97623,42.1742,-121.4399
"Ed Staub and Sons Petroleum, Inc.",18-9505,18-9505-17-01,17,G1,3419 HARPOLD RD,BONANZA,97623,42.1949,-121.409
"Ed Staub and Sons Petroleum, Inc.",18-9535,18-9535-22-01,22,G5,31770 HWY 70,BONANZA,97623,42.1983,-121.4042
"Boring Petroleum, Inc.",13210.00,03-9536-23-01,Jan-00,G4,28320 SE HIGHWAY 212,BORING,97009,45.4324,-122.3719
"Valberg Building Materials, Inc",24898.00,03-9568-22-01,Jan-00,G5,27960 SE HWY 212,BORING,97009,45.4295,-122.3751
"Baba Dalip, LLC",25993.00,03-9571-23-01,Jan-00,G4,24802 SE Highway 224,Boring,97009-8155,45.3891,-122.4078
"N & S Oil, LLC",15401.00,03-9642-23-01,Jan-00,G4,31251 SE Hwy 26,BORING,97009,45.4327,-122.3392
"Adamek Enterprises, Inc. dba Rose City Wood Products",06-0022,06-0022-10-01,10,G3,3 MI S OF BROADBENT,BROADBENT,97414,42.9904,-124.1591
Carnahan Funeral Services Inc.,08-0002,08-0002-12-01,12,G1,1020 FIFIELD ST,BROOKINGS,97415-9605,42.0541,-124.2912
"Pacific Wood Laminates, Inc.",08-0003,08-0003-TV-01,TV,TV,815 N RAILROAD AVE,BROOKINGS,97415,42.05,-124.2797
South Coast Lumber Co.,08-0008,08-0008-ST-01,ST,ST,17345 CARPENTERVILLE RD,BROOKINGS,97415-9749,42.0769,-124.3108
"Freeman Rock, Inc.",08-0021,08-0021-BS-01,BS,BS,99031 S. BANK CHETCO RIVER RD.,BROOKINGS,97415,42.064,-124.2195
Brookings Dry Cleaners,08-0051,08-0051-06-01,6,G6,1107 CHETCO AVENUE,BROOKINGS,97415,42.0555,-124.2925
"Fred Meyer Stores, Inc. dba FM Fuel Stop",08-0058,08-0058-22-01,22,G5,325 5TH ST,BROOKINGS,97415-9658,42.05,-124.2816
"Colvin Oil I, LLC",08-0059,08-0059-22-01,22,G5,1123 CHETCO AVENUE,BROOKINGS,97415,42.0556,-124.293
"Colvin Oil I, LLC dba Harbor Chevron",08-0061,08-0061-22-01,22,G5,16258 HIGHWAY 101 S,BROOKINGS,97415,42.0707,-124.3127
Ronald C. La Franchi dba Ron's Oil Company,08-0064,08-0064-22-01,22,G5,401 CHETCO AVENUE,BROOKINGS,97415,42.0536,-124.2769
"Covanta Marion, Inc.",24-5398,24-5398-TV-01,TV,TV,4850 BROOKLAKE RD NE,BROOKS,97305-9211,45.0493,-122.9635
WSCO Petroleum Corp.,24-9238,24-9238-22-01,22,G5,8975 PORTLAND RD NE,BROOKS,97305-9650,45.0468,-122.9554
Pilot Travel Centers LLC,24-9310,24-9310-22-01,22,G5,4220 BROOKLAKE RD,BROOKS,97305,45.0496,-122.975
Jerry's Gas & Food Mart LLC,22-0048,22-0048-22-01,22,G5,203 BISHOP WAY,BROWNSVILLE,97327,44.3868,-122.986
"Bear Mountain Forest Products, Inc.",22-1034,22-1034-TV-01,TV,TV,34401 LAKE CREEK DR,BROWNSVILLE,97327-9707,44.3724,-123.0107
Donald Nealon Jr dba Brownsville Body Shop,22-8067,22-8067-22-01,22,G5,105 BISHOP WAY,BROWNSVILLE,97327,44.3872,-122.9842
Harney Rock & Paving Co.,13-0018,13-0018-BS-01,BS,BS,457 S DATE AVE,BURNS,97720,43.5802,-119.0485
Ebar Oil Company,13-0019,13-0019-17-01,17,G1,201 E Industrial St,Burns,97720,43.5846,-119.0519
"Ed Staub and Sons Petroleum, Inc.",13-0020,13-0020-17-01,17,G1,429 CRANE BLVD,BURNS,97720,43.5856,-119.0503
"Ed Staub and Sons Petroleum, Inc.",13-0027,13-0027-22-01,22,G5,19 W MONROE ST,BURNS,97720-2041,43.5859,-119.0547
"Coffee Pot Brand, LLC",13-0029,13-0029-22-01,22,G5,596 N BROADWAY,BURNS,97720,43.5908,-119.0531
J and D Fertilizer Ltd.,03-0037,03-0037-SI-01,SI,SI,9205 S KRAXBERGER RD,CANBY,97013-9317,45.2269,-122.6794
"ICC Northwest, Inc.",03-0069,03-0069-25-01,25,G1,390 S REDWOOD ST,CANBY,97013-2459,45.2628,-122.6761
"G.T.E. Metal Fabricators, Inc.",03-0070,03-0070-25-01,25,G1,24530 S. CASS ROAD,CANBY,97013-9112,45.2515,-122.7175
"Austen's Body Shop, Inc.",03-0077,03-0077-27-01,27,G1,801 NE 4TH AVE,CANBY,97013-2308,45.2667,-122.6849
Steel Tech Enterprises Inc.,03-0089,03-0089-29-01,29,G4,1420 SE TOWNSHIP RD,CANBY,97013-7758,45.2597,-122.6776
"Fred Meyer Stores, Inc.",03-0109,03-0109-23-01,23,G4,369 SE 1ST AVE,CANBY,97013-3805,45.2636,-122.6887
BBC Steel Corp.,03-0121,03-0121-25-01,25,G2,2001 SE TOWNSHIP ROAD,CANBY,97013,45.2592,-122.6701
Northwest Aggregates Co.,11749.00,03-2032-08-01,Jan-00,G2,24420 S HWY 99E,CANBY,97013,45.25,-122.7136
"Clarios,LLC",12479.00,03-2634-ST-01,ST,ST,800 NW 3RD AVE,CANBY,97013,45.261,-122.7041
"Marc Nelson Oil Produts, Inc.",44268.00,03-9513-17-01,Jan-00,G1,601 SW 1ST AVE,CANBY,97013-3821,45.2599,-122.6986
Canby Station Cleaners,12114.00,03-9533-06-01,Jan-00,G6,106 N IVY ST,CANBY,97206,45.2627,-122.6925
Space Age Fuel Inc,15036.00,03-9541-23-01,Jan-00,G4,1120 SW 1ST AVE,CANBY,97013,45.2562,-122.7048
WSCO Petroleum Corp.,21610.00,03-9559-23-01,Jan-00,G4,400 SW 1ST AVE,CANBY,97013-3819,45.261,-122.696
"Marc Nelson Oil Products, Inc.",29646.00,03-9581-22-01,Jan-00,G5,640 SW 2nd Ave,CANBY,97013,45.2589,-122.6981
"Stein Oil Co., Inc.",30376.00,03-9583-23-01,Jan-00,G4,262 SE 1ST ST,CANBY,97013,45.2634,-122.6888
Jong S. Lim,36220.00,03-9599-23-01,Jan-00,G4,25995 S HWY 170,CANBY,97013,45.2436,-122.6859
"Thabet Management, Inc.",19054.00,03-9652-23-01,Jan-00,G4,453 SE 1ST AVE,CANBY,97013-3807,45.264,-122.6879
DS Canby LLC,23802.00,03-9665-23-01,Jan-00,G4,293 SW 1ST AVE,CANBY,97013-3814,45.2614,-122.6947
City of Cannon Beach,04-0019,04-0019-22-01,22,G5,340 ELK CREEK RD,CANNON BEACH,97110,45.8886,-123.955
"Ed Staub and Sons Petroleum, Inc.",12-0037,12-0037-17-01,17,G1,126 N WASHINGTON ST,CANYON CITY,97820,44.388,-118.9492
"Ed Staub and Sons Petroleum, Inc.",12-0046,12-0046-22-01,22,G5,132 1/2 N WASHINGTON ST,CANYON CITY,97820,44.3877,-118.9493
"Ed Staub and Sons Petroleum, Inc.",12-0047,12-0047-22-01,22,G5,133 N WASHINGTON ST,CANYON CITY,97820,44.3887,-118.9491
Shirtcliff Oil Co.,10-0186,10-0186-22-01,22,G5,358 N. MAIN STREET,CANYONVILLE,97417,42.9315,-123.2809
"Ed Staub and Sons Petroleum, Inc.",10-0212,10-0212-22-01,22,G5,203 SW 4TH STREET,CANYONVILLE,97417,42.9267,-123.2733
"Thabet Management, Inc.",10-0247,10-0247-22-01,22,G5,211 W 5TH,CANYONVILLE,97417,42.9249,-123.2786
"Carlton Seed, L.L.C.",36-0012,36-0012-15-01,15,G1,7480 NW MEADOW LAKE RD,CARLTON,97111,45.2941,-123.1869
Carlton Corner Service & Towing,36-9517,36-9517-22-01,22,G5,150 N. YAMHILL STREET,CARLTON,97111,45.29,-123.2
"Bear Mountain Forest Products, Inc.",14-0003,14-0003-ST-01,ST,ST,1415 NW FOREST LANE,CASCADE LOCKS,97014,45.6797,-121.8554
CCL Chevron,14-9538,14-9538-22-01,22,G5,437 NW WA NA PA ST.,CASCADE LOCKS,97014,45.6662,-121.8951
"CECO, Inc.",14-9547,14-9547-22-01,22,G5,425 WA NA PA,CASCADE LOCKS,97014,45.6664,-121.895
Oregon Caves National Monument,17-0088,17-0088-22-01,22,G5,19000 CAVES HWY,CAVE JUNCTION,97523-9716,42.1439,-123.4621
"Crater Rim, Inc.",17-0089,17-0089-22-01,22,G5,409 REDWOOD HWY,CAVE JUNCTION,97523,42.1533,-123.6502
"Colvin Oil I, LLC dba Cave Junction 76",17-0092,17-0092-22-01,22,G5,112 S REDWOOD HWY,CAVE JUNCTION,97523,42.1533,-123.6502
George Lee McElroy dba Holland Store,17-0114,17-0114-22-01,22,G5,7251 HOLLAND LOOP RD,CAVE JUNCTION,97523-9720,42.1275,-123.539
"Southern Oregon Ready Mix, LLC",15-0024,15-0024-09-01,9,G1,6422 BLACKWELL RD,CENTRAL POINT,97502,42.4117,-122.9446
City of Medford,15-0030,15-0030-ST-01,ST,ST,1100 KIRTLAND RD,CENTRAL POINT,97502-9439,42.4348,-122.889
Savage Redimix,15-0036,15-0036-09-01,9,G1,7260 BLACKWELL RD.,CENTRAL POINT,97502-9301,42.4195,-122.9548
"Crater Sand & Gravel, Inc.",15-0038,15-0038-08-01,8,G2,7260 BLACKWELL RD.,CENTRAL POINT,97502-9301,42.4195,-122.9548
Knife River Corporation - Northwest,15-0064,15-0064-ST-01,ST,ST,3750 KIRTLAND ROAD,CENTRAL POINT,97502,42.4253,-122.9586
Do It Now Inc dba Advanced Truck Body & Equipment Co.,15-0077,15-0077-27-01,27,G1,4825 TABLE ROCK RD,CENTRAL POINT,97502-3155,42.3872,-122.8854
Grange Cooperative Supply Association,15-0084,15-0084-14-01,14,G1,316 S FRONT ST,CENTRAL POINT,97502-2393,42.3714,-122.9147
Costco Wholesale Corporation,15-0130,15-0130-22-01,22,G5,3075 Hamrick Rd,Central Point,97502,42.3754,-122.8873
"LTM, Incorporated dba Knife River Materials",15-9538,15-9538-07-01,7,G3,3750 KIRTLAND ROAD,CENTRAL POINT,97502,42.4284,-122.9437
"LTM, Incorporated",15-9540,15-9540-09-01,9,G1,3750 KIRTLAND RD,CENTRAL POINT,97502-9316,42.4231,-122.9586
"C & M Western, Inc. dba Conger-Morris Crematory",15-9542,15-9542-12-01,12,G1,800 S FRONT ST,CENTRAL POINT,97502-2726,42.3672,-122.9124
R. W. Hays Co.,15-9547,15-9547-17-01,17,G1,191 BATEMAN DR,CENTRAL POINT,97502-3277,42.3965,-122.8854
"Colvin Oil I, LLC",15-9563,15-9563-22-01,22,G5,1510 E PINE ST,CENTRAL POINT,97502,42.3784,-122.9006
"Leathers Enterprises, Incorporated dba Leathers Oil Co.",15-9571,15-9571-22-01,22,G5,5020 TABLE ROCK RD,CENTRAL POINT,97502,42.3895,-122.8849
Pilot Travel Centers LLC,15-9577,15-9577-22-01,22,G5,1600 E PINE ST,CENTRAL POINT,97502-2874,42.3786,-122.9
WSCO Petroleum Corp. dba Astro Express Mart,15-9579,15-9579-22-01,22,G5,16 N FRONT ST,CENTRAL POINT,97502,42.3743,-122.9179
"Colvin Oil I, LLC dba Central Point Circle K 76",15-9595,15-9595-22-01,22,G5,1065 E PINE ST,CENTRAL POINT,97502-2454,42.3785,-122.908
C. Fred Schlecht Jr.,15-9598,15-9598-06-01,6,G6,40 E PINE ST,CENTRAL POINT,97502-2248,42.374,-122.9177
"Ed Staub & Sons Petroleum, Inc.",15-9612,15-9612-22-01,22,G5,1125 E PINE ST,CENTRAL POINT,97502-2456,42.3786,-122.9073
Erickson Incorporated,15-9638,15-9638-27-01,27,G1,3100 WILLOW SPRINGS RD,CENTRAL POINT,97502,42.4044,-122.9464
"Dardanelles Community Store, LLC",15-9641,15-9641-22-01,22,G5,9625 OLD STAGE RD,CENTRAL POINT,97502-9645,42.4229,-123.0424
"Giddings Boat Works, Inc.",06-0049,06-0049-25-01,25,G1,63106 TROLLER ROAD,CHARLESTON,97420,43.3426,-124.3035
Pilot Travel Centers LLC,18-0007,18-0007-22-01,22,G5,109450 HWY 97 N,CHEMULT,97731,43.2156,-121.7833
Gas Transmission Northwest LLC,18-0096,18-0096-TV-01,TV,TV,1/4MI W OF DIAMOND LAK JC,CHEMULT,97731,43.0813,-121.8282
"Ed Staub and Sons Petroleum, Inc.",18-9536,18-9536-22-01,22,G5,109481 HWY. 97,CHEMULT,97731,43.2194,-121.7844
"JELD-WEN, Inc.",18-0089,18-0089-ST-01,ST,ST,31725 HWY 97 N STE B,CHILOQUIN,97624-9723,42.5118,-121.881
"Ed Staub and Sons Petroleum, Inc.",18-9518,18-9518-22-01,22,G5,38111 HWY 97 N,CHILOQUIN,97624,42.5711,-121.8817
"Ed Staub and Sons Petroleum, Inc.",19-0036,19-0036-22-01,22,G5,87497 CHRISTMAS VALLEY HIGHWAY,CHRISTMAS VALLEY,97641,43.2382,-120.6804
"Virk Petroleum The Dalles, LLC",33-0048,33-0048-22-01,22,G5,3213 BRET CLODFELTER WAY,CITY OF THE DALLES,97058-9718,45.6023,-121.1293
Safeway Inc.,33-0057,33-0057-22-01,22,G5,520 MOUNT HOOD ST,CITY OF THE DALLES,97058-3555,45.602,-121.1963
"Fred Meyer, Inc.",03-0004,03-0004-ST-01,ST,ST,16253 SE 122ND AVE,CLACKAMAS,97015-9136,45.4048,-122.5391
"Glacier Northwest, Inc.",03-0007,03-0007-09-01,9,G1,11340 SE JENNIFER ST,CLACKAMAS,97015,45.4027,-122.5451
Sunrise Water Facility,03-0043,03-0043-18-01,18,G2,10560 SE Mather Rd,Clackamas,97015-8243,45.4198,-122.5542
Kaiser Foundation Health Plan of the NW,03-0048,03-0048-18-01,18,G2,10180 SE SUNNYSIDE RD,CLACKAMAS,97015,45.432,-122.563
Kaiser Foundation Health Plan of the NW,03-0051,03-0051-BS-01,BS,BS,10180 SE SUNNYSIDE RD,CLACKAMAS,97015-8970,45.4335,-122.5588
"Pesznecker Brothers, Inc.",03-0052,03-0052-25-01,25,G1,15500 SE 102ND AVE,CLACKAMAS,97015-9151,45.4104,-122.5586
"Wishart Welding & General Fabrication, Inc.",03-0064,03-0064-29-01,29,G4,12670 SE CAPPS RD,CLACKAMAS,97015,45.399,-122.5311
"Conveyco Mfg, Co.",03-0065,03-0065-25-01,25,G1,15151 SE MINUTEMAN WAY,CLACKAMAS,97015,45.4129,-122.5645
"Hanel Group, Inc.",03-0081,03-0081-27-01,27,G1,10037 SE MATHER,CLACKAMAS,97015,45.4166,-122.5605
Costco Wholesale Corporation,03-0084,03-0084-23-01,23,G4,13130 SE 84TH AVE,CLACKAMAS,97015-9733,45.4278,-122.5754
Wilbur Ellis Company,03-0088,03-0088-14-01,14,G1,12530 SE JENNIFER ST,CLACKAMAS,97015-9011,45.4041,-122.5354
Clackamas River Water,03-0092,03-0092-18-01,18,G2,9100 SE MANGAN DR,CLACKAMAS,97015,45.3996,-122.5599
"PECO, Inc,",03-0098,03-0098-SI-01,SI,SI,11241 SE HWY 212,CLACKAMAS,97015,45.4076,-122.5483
Portland General Electric Company,03-0099,03-0099-SI-01,SI,SI,16782 SE 130TH AVE,CLACKAMAS,97015,45.4007,-122.5304
Vigor Works LLC,03-0110,03-0110-25-01,25,G1,9700 SE LAWNFIELD RD,CLACKAMAS,97015-7636,45.4209,-122.5622
"Belair Auto Body, Inc.",03-0137,03-0137-BS-01,BS,BS,14721 SE 82ND DR,CLACKAMAS,97015,45.4167,-122.5707
"The Refinishing Touch, Inc.",03-0139,03-0139-BS-01,BS,BS,16075 SE 106TH AVE,CLACKAMAS,97015-9503,45.4065,-122.5537
Coachman Auto Body Co,03-0140,03-0140-BS-01,BS,BS,9394 SE TOLBERT ST,CLACKAMAS,97015,45.4126,-122.567
"Miles Fiberglass & Composites, Inc.",03-0159,03-0159-TV-01,TV,TV,11401 SE JENNIFER STREET,CLACKAMAS,97015,45.4038,-122.543
"PCC Structurals, Inc.",27089.00,03-2674-ST-01,ST,ST,13340 SE 84TH,CLACKAMAS,97015,45.4261,-122.5702
"CECO, Inc.",44279.00,03-2724-17-02,Jan-00,G1,9911 SE ELON ST,CLACKAMAS,97015,45.407,-122.5617
"Consolidated Metco, Inc.",13940.00,03-2738-SI-01,SI,SI,10448 HWY 212,CLACKAMAS,97015,45.4074,-122.5545
Albertson's LLC,19784.00,03-2754-ST-01,ST,ST,9450 SE MANGAN DR,CLACKAMAS,97015-9576,45.3997,-122.5594
The S. Morris Co.,44263.00,03-9508-12-01,Jan-00,G1,15484 SE 94TH AVE,CLACKAMAS,97015,45.4106,-122.5666
"Universal Recycling Technologies, LLC",44266.00,03-9511-SI-01,SI,SI,10151 SE JENNIFER ST,CLACKAMAS,97015-9509,45.4031,-122.5608
"Plaid Pantries, Inc.",18688.00,03-9551-23-01,Jan-00,G4,10218 SE HWY 212,CLACKAMAS,97015,45.4072,-122.5574
"Space Age Fuel,  Inc.",19784.00,03-9554-23-01,Jan-00,G4,13488 SE HWY 212,CLACKAMAS,97015,45.4101,-122.5231
"APRO, LLC",20880.00,03-9557-23-01,Jan-00,G4,12230 SE SUNNYSIDE RD,CLACKAMAS,97015,45.4285,-122.5366
Khan Oil LLC,25263.00,03-9569-23-01,Jan-00,G4,12405 SE 97TH AVE,CLACKAMAS,97015-9762,45.4329,-122.5641
"Stein Oil Co., Inc.",26359.00,03-9572-23-01,Jan-00,G4,10111 HWY 212,CLACKAMAS,97015,45.4075,-122.5597
Stein Oil Co,30742.00,03-9584-23-01,Jan-00,G4,10596 SE HWY 212,CLACKAMAS,97015,45.4076,-122.5542
"Jacksons Food Stores, Inc.",11749.00,03-9632-23-01,Jan-00,G4,16002 SE 82ND DR,CLACKAMAS,97015,45.4077,-122.5684
Cain Petroleum Incorporated,19419.00,03-9653-23-01,Jan-00,G4,15901 SE 82ND DR,CLACKAMAS,97015,45.4085,-122.5692
Georgia-Pacific Consumer Operations LLC,04-0004,04-0004-TV-01,TV,TV,92326 TAYLORVILLE RD,CLATSKANIE,97016-8264,46.1558,-123.4058
Wilson Oil Co.,05-0001,05-0001-22-01,22,G5,985 NE 5th St,CLATSKANIE,97016,46.1031,-123.1942
"Cascade Kelly Holdings, LLC",05-0006,05-0006-ST-01,ST,ST,81200 KALLUNKI RD,CLATSKANIE,97016-2209,46.176,-123.1684
Clatskanie People's Utility District,05-0011,05-0011-ST-01,ST,ST,92328 TAYLORVILLE RD,CLATSKANIE,97016-8264,46.0998,-123.1965
"RSG Forest Products, Inc.",05-0016,05-0016-10-01,10,G3,69480 BANZER RD,CLATSKANIE,97016-7295,46.0034,-123.2995
Cascade Kelly Holdings LLC,05-0023,05-0023-ST-01,ST,ST,81200 KALLUNKI RD,CLATSKANIE,97016-2244,46.1712,-123.1567
Stimson Lumber Company,05-1777,05-1777-10-01,10,G3,865 Stimson Mill Rd,Clatskanie,97016,46.1058,-123.2342
Portland General Electric Company,44336.00,05-2520-TV-01,TV,TV,80997 KALLUNKI RD,CLATSKANIE,97016-2209,46.1712,-123.1567
Portland General Electric-Port Westward,44322.00,05-2606-ST-01,ST,ST,80997 KALLUNKI RD,CLATSKANIE,97016-2209,46.1712,-123.1566
"G Hardeep G, Inc.",44324.00,05-2608-22-01,Jan-00,G5,260 W Columbia River Hwy,Clatskanie,97016,46.1053,-123.2059
"Clatskanie Chevron Food Mart, LLC",44343.00,05-2627-22-01,Jan-00,G5,25 W COLUMBIA RIVER HWY,CLATSKANIE,97016,46.1023,-123.2005
"Market Development & Management, Inc.",16862.00,03-9546-22-01,Jan-00,G5,20867 S HIGHWAY 211,COLTON,97017-9401,45.1818,-122.398
"Nolz, LLC",21245.00,03-9658-22-01,Jan-00,G5,19668 S HWY 211,COLTON,97017,45.1696,-122.4722
"Forest Energy Oregon, LLC",44321.00,05-2605-SI-01,SI,SI,2305 2ND STREET,COLUMBIA CITY,97018,45.8937,-122.8102
